id,name,LGFi,FFi,FFo,Pi,Po
866,g544,4,1,3,3,3
867,g545,4,1,2,3,3
868,g546,4,3,4,4,5
869,g547,3,3,4,4,5
870,g548,4,1,2,3,3
871,g549,4,2,2,2,4
872,g550,4,3,2,3,5
873,g551,4,0,3,2,2
874,g552,4,2,2,3,4
875,g553,4,0,3,4,2
876,g554,4,4,3,3,6
877,g555,3,1,2,1,3
878,g556,3,3,0,1,1
879,g557,4,2,2,2,4
880,g558,4,3,3,3,5
881,g559,4,3,2,3,5
882,g560,3,3,0,1,8
883,g561,3,3,0,1,12
884,g562,4,3,2,3,5
885,g563,5,3,1,2,5
886,g564,4,4,4,4,6
887,g565,4,1,3,3,3
888,g566,3,1,2,1,7
889,g567,3,4,0,1,1
890,g568,4,1,3,3,3
891,g569,6,3,1,2,5
892,g570,2,7,3,4,9
893,g571,3,1,2,1,3
894,g572,4,3,3,3,5
895,g573,6,3,1,2,5
896,g574,2,6,4,4,8
897,g575,6,3,1,2,5
898,g576,4,4,2,2,6
899,g577,6,3,1,2,5
900,g578,3,6,3,4,8
901,g579,8,6,1,2,11
902,g580,4,3,2,3,5
903,g581,2,1,2,3,12
904,g582,4,0,3,2,2
905,g583,3,2,0,1,24
906,g584,3,3,0,1,1
907,g585,2,0,3,1,12
908,g586,4,2,2,3,4
909,g587,3,4,0,1,1
910,g588,4,2,2,2,4
911,g589,6,2,1,2,4
912,g590,3,3,2,3,5
913,g591,3,3,2,1,5
914,g592,4,0,3,2,2
915,g593,2,0,4,1,13
916,g594,6,3,1,2,5
917,g595,5,5,1,2,7
918,g596,4,0,3,4,2
919,g597,8,6,1,2,8
920,g598,4,0,3,4,2
921,g599,3,4,0,1,1
922,g600,6,3,1,2,5
923,g601,4,4,2,2,6
924,g602,4,0,3,2,2
925,g603,6,2,1,2,4
926,g604,3,1,2,1,3
927,g605,4,1,2,3,3
928,g606,4,1,2,3,3
929,g607,4,0,3,4,2
930,g608,3,3,2,3,5
931,g609,4,1,3,4,3
932,g610,3,3,2,3,5
933,g611,6,7,1,2,9
934,g612,3,4,0,1,1
935,g613,3,3,2,3,5
936,g614,3,3,0,1,1
937,g615,3,3,4,5,5
938,g616,4,2,4,4,4
939,g617,4,0,3,4,2
940,g618,6,2,1,2,4
941,g619,5,5,1,2,7
942,g620,6,3,1,2,5
943,g621,3,3,2,1,5
944,g622,6,2,1,2,4
945,g623,4,3,3,3,5
946,g624,6,2,1,2,4
947,g625,6,2,1,2,13
948,g626,4,2,2,2,4
949,g627,4,5,2,3,7
950,g628,6,4,1,2,6
951,g629,6,3,1,2,5
952,g630,4,4,4,4,6
953,g631,4,6,2,3,8
954,g632,6,2,1,2,4
955,g633,6,3,1,2,5
956,g634,4,1,3,3,3
957,g635,2,0,4,1,12
958,g636,2,4,2,3,16
959,g637,6,6,1,2,8
960,g638,4,4,3,3,6
961,g639,4,3,4,4,5
962,g640,4,5,2,3,7
963,g641,3,4,0,1,1
964,g642,5,5,1,2,7
965,g643,2,5,2,1,7
966,g644,2,5,2,1,7
967,g645,5,5,1,2,7
968,g646,4,4,4,4,6
969,g647,4,4,3,3,6
970,g648,4,3,4,4,5
971,g649,4,2,2,3,4
972,g650,4,2,4,4,4
973,g651,4,3,3,3,5
974,g652,6,5,1,2,7
975,g653,4,2,2,3,4
976,g654,4,3,4,4,5
977,g655,4,0,3,4,2
978,g656,4,5,2,3,7
979,g657,4,0,3,4,2
980,g658,4,1,3,3,3
981,g659,3,4,0,1,1
982,g660,4,1,3,3,3
983,g661,4,2,2,3,4
984,g662,6,3,1,2,5
985,g663,3,4,0,1,1
986,g664,3,1,2,1,3
987,g665,5,6,1,2,8
988,g666,4,3,4,4,5
989,g667,2,7,2,3,9
990,g668,4,4,2,2,6
991,g669,6,3,1,2,5
992,g670,3,3,0,1,1
993,g671,4,4,3,3,6
994,g672,4,3,3,3,5
995,g673,3,7,2,3,9
996,g674,4,2,2,2,4
997,g675,3,4,0,1,1
998,g676,6,5,1,2,7
999,g677,4,3,3,3,5
1000,g678,4,2,2,3,4
1001,g679,4,1,2,3,3
1002,g680,6,3,1,2,5
1003,g681,4,2,2,3,4
1004,g682,2,5,2,1,7
1005,g683,5,5,1,2,7
1006,g684,4,2,2,3,4
1007,g685,4,7,1,2,9
1008,g686,4,2,4,4,4
1009,g687,3,7,2,3,9
1010,g688,3,6,2,3,8
1011,g689,3,1,2,1,3
1012,g690,6,3,1,2,5
1013,g691,4,1,3,3,3
1014,g692,4,3,4,4,5
1015,g693,5,4,1,2,6
1016,g694,4,2,2,2,4
1017,g695,4,2,4,4,4
1018,g696,4,2,2,3,4
1019,g697,4,2,2,3,4
1020,g698,4,6,2,3,8
1021,g699,4,4,3,3,6
1022,g700,4,2,4,4,4
1023,g701,4,0,3,4,2
1024,g702,4,1,2,3,3
1025,g703,6,3,1,2,5
1026,g704,4,4,3,3,6
1027,g705,6,3,1,2,5
1028,g706,3,3,2,1,5
1029,g707,4,2,2,3,4
1030,g708,4,1,3,3,3
1031,g709,6,3,1,2,5
1032,g710,4,0,3,2,2
1033,g711,3,4,0,1,1
1034,g712,5,5,1,2,7
1035,g713,4,3,2,3,5
1036,g714,6,4,1,2,6
1037,g715,4,4,2,2,6
1038,g716,4,3,4,4,5
1039,g717,3,3,2,3,5
1040,g718,6,3,1,2,5
1041,g719,4,4,4,4,6
1042,g720,3,3,2,1,5
1043,g721,6,3,1,2,5
1044,g722,4,0,3,4,2
1045,g723,3,3,0,1,1
1046,g724,2,5,2,1,7
1047,g725,4,0,3,2,2
1048,g726,4,1,2,3,3
1049,g727,4,2,4,4,4
1050,g728,4,3,4,4,5
1051,g729,4,3,2,3,5
1052,g730,3,3,2,3,5
1053,g731,4,3,3,3,5
1054,g732,5,0,1,1,8
1055,g733,2,7,2,3,9
1056,g734,2,5,2,1,7
1057,g735,4,2,4,4,4
1058,g736,3,3,0,1,1
1059,g737,4,1,3,3,3
1060,g738,4,3,2,3,5
1061,g739,4,0,3,2,2
1062,g740,4,3,3,3,5
1063,g741,4,3,3,3,5
1064,g742,4,2,2,2,4
1065,g743,6,3,1,2,5
1066,g744,3,3,2,1,5
1067,g745,4,3,4,4,5
1068,g746,4,3,4,4,5
1069,g747,4,2,2,3,4
1070,g748,3,3,4,5,5
1071,g749,6,3,1,2,5
1072,g750,3,1,2,1,3
1073,g751,3,3,2,3,5
1074,g752,4,1,3,3,3
1075,g753,4,2,2,3,4
1076,g754,5,5,1,2,7
1077,g755,4,1,3,3,3
1078,g756,4,2,2,3,4
1079,g757,4,3,3,3,5
1080,g758,6,3,1,2,5
1081,g759,4,3,4,4,5
1082,g760,4,4,4,4,6
1083,g761,3,4,0,1,1
1084,g762,4,4,3,3,6
1085,g763,4,2,2,3,4
1086,g764,2,4,3,4,6
1087,g765,4,4,2,2,6
1088,g766,6,3,1,2,5
1089,g767,6,3,1,2,5
1090,g768,4,3,2,3,5
1091,g769,3,3,4,5,5
1092,g770,4,0,3,2,2
1093,g771,4,4,4,4,6
1094,g772,2,5,2,3,7
1095,g773,4,5,2,3,7
1096,g774,2,5,2,1,7
1097,g775,6,2,1,2,4
1098,g776,3,3,2,3,5
1099,g777,3,3,0,1,10
1100,g778,4,1,2,3,3
1101,g779,4,7,1,2,9
1102,g780,4,4,3,3,6
1103,g781,3,1,2,1,3
1104,g782,6,3,1,2,5
1105,g783,8,2,1,2,40
1106,g784,4,2,2,3,4
1107,g785,2,4,3,4,6
1108,g786,4,0,3,2,2
1109,g787,6,1,1,2,7
1110,g788,4,2,2,3,4
1111,g789,4,2,2,3,4
1112,g790,3,1,2,1,3
1113,g791,3,3,2,3,5
1114,g792,4,4,3,3,6
1115,g793,6,3,1,2,5
1116,g794,3,1,0,1,11
1117,g795,6,3,1,2,5
1118,g796,4,3,2,3,5
1119,g797,4,4,2,2,6
1120,g798,2,7,2,3,9
1121,g799,4,4,2,2,6
1122,g800,3,1,2,1,3
1123,g801,4,4,2,2,6
1124,g802,4,1,2,3,3
1125,g803,6,2,1,2,4
1126,g804,4,4,2,2,6
1127,g805,4,1,3,3,3
1128,g806,6,3,1,2,5
1129,g807,3,1,2,1,3
1130,g808,4,0,3,2,2
1131,g809,3,1,2,1,3
1132,g810,4,1,2,3,3
1133,g811,4,3,3,3,5
1134,g812,4,2,4,4,4
1135,g813,4,5,2,3,7
1136,g814,6,3,1,2,5
1137,g815,4,5,3,3,7
1138,g816,8,5,1,2,7
1139,g817,3,4,0,1,1
1140,g818,4,4,4,4,6
1141,g819,5,6,1,2,8
1142,g820,3,1,2,1,3
1143,g821,4,2,2,2,4
1144,g822,3,3,2,1,5
1145,g823,3,4,0,1,1
1146,g824,4,0,3,4,2
1147,g825,4,4,2,2,6
1148,g826,4,2,2,2,4
1149,g827,4,2,2,3,4
1150,g828,6,3,1,2,5
1151,g829,2,5,2,1,7
1152,g830,6,2,1,2,4
1153,g831,4,4,4,4,6
1154,g832,5,5,1,2,7
1155,g833,5,4,1,2,6
1156,g834,4,2,2,3,4
1157,g835,3,1,2,1,3
1158,g836,3,4,0,1,1
1159,g837,4,2,2,3,4
1160,g838,4,2,2,3,4
1161,g839,4,3,3,3,5
1162,g840,4,2,4,4,4
1163,g841,3,1,2,1,3
1164,g842,3,1,2,1,3
1165,g843,4,3,4,4,5
1166,g844,4,5,1,2,16
1167,g845,4,0,3,4,2
1168,g846,4,4,3,3,6
1169,g847,2,0,2,1,8
1170,g848,4,2,2,2,4
1171,g849,6,3,1,2,5
1172,g850,2,5,2,1,7
1173,g851,5,5,1,2,7
1174,g852,5,0,1,1,6
1175,g853,4,0,3,2,2
1176,g854,4,1,2,3,3
1177,g855,3,5,4,4,7
1178,g856,3,3,2,3,5
1179,g857,4,1,2,3,3
1180,g858,4,1,2,3,3
1181,g859,3,3,2,1,5
1182,g860,4,4,3,3,6
1183,g861,6,3,1,2,5
1184,g862,6,3,1,2,5
1185,g863,2,0,2,1,22
1186,g864,6,6,1,2,8
1187,g865,3,3,0,1,1
1188,g866,4,2,2,3,4
1189,g867,5,5,1,2,7
1190,g868,4,0,3,2,2
1191,g869,4,0,3,4,2
1192,g870,4,2,2,2,4
1193,g871,6,3,1,2,5
1194,g872,6,4,1,2,6
1195,g873,3,5,2,3,7
1196,g874,4,2,2,2,4
1197,g875,4,2,2,2,4
1198,g876,4,2,2,3,4
1199,g877,3,3,2,1,5
1200,g878,6,6,1,2,8
1201,g879,6,2,1,2,4
1202,g880,3,1,2,1,3
1203,g881,6,6,1,2,8
1204,g882,4,2,2,2,4
1205,g883,4,4,2,2,6
1206,g884,2,5,2,1,7
1207,g885,6,5,1,2,7
1208,g886,4,4,2,2,6
1209,g887,3,3,2,1,5
1210,g888,4,2,4,4,4
1211,g889,4,1,3,3,3
1212,g890,3,3,3,4,5
1213,g891,4,1,2,3,3
1214,g892,4,4,2,2,6
1215,g893,4,4,2,2,6
1216,g894,2,7,2,3,9
1217,g895,4,0,3,2,2
1218,g896,2,6,3,4,8
1219,g897,4,2,2,3,4
1220,g898,6,3,1,2,5
1221,g899,2,5,2,1,7
1222,g900,6,4,1,2,6
1223,g901,4,3,2,2,5
1224,g902,6,2,1,2,4
1225,g903,4,4,2,2,6
1226,g904,6,3,1,2,5
1227,g905,5,5,1,2,7
1228,g906,6,4,1,2,6
1229,g907,6,1,1,2,9
1230,g908,8,7,1,2,9
1231,g909,3,5,2,3,7
1232,g910,3,5,3,4,7
1233,g911,4,4,4,4,6
1234,g912,6,4,1,2,6
1235,g913,3,3,4,5,5
1236,g914,6,3,1,2,5
1237,g915,6,2,1,2,4
1238,g916,5,5,1,2,7
1239,g917,4,0,3,4,2
1240,g918,3,1,2,1,3
1241,g919,5,5,1,2,7
1242,g920,2,5,2,1,7
1243,g921,6,3,1,2,5
1244,g922,4,2,2,2,4
1245,g923,4,2,2,2,4
1246,g924,4,0,3,2,2
1247,g925,4,3,2,3,5
1248,g926,5,5,1,2,7
1249,g927,3,3,2,1,5
1250,g928,3,3,2,1,5
1251,g929,4,2,2,2,4
1252,g930,4,4,4,4,6
1253,g931,3,3,0,1,1
1254,g932,4,0,3,4,2
1255,g933,2,5,2,1,7
1256,g934,4,2,2,2,4
1257,g935,6,3,1,2,5
1258,g936,6,3,1,2,5
1259,g937,6,3,1,2,5
1260,g938,5,5,1,2,7
1261,g939,3,3,0,1,1
1262,g940,3,3,4,5,5
1263,g941,3,4,0,1,1
1264,g942,3,4,0,1,1
1265,g943,4,2,2,2,4
1266,g944,4,6,2,3,8
1267,g945,8,6,1,2,11
1268,g946,4,2,2,3,4
1269,g947,3,3,2,3,5
1270,g948,4,1,3,3,3
1271,g949,4,3,4,4,5
1272,g950,3,3,2,1,5
1273,g951,4,2,4,4,4
1274,g952,4,4,4,4,6
1275,g953,4,1,2,3,3
1276,g954,3,1,2,1,3
1277,g955,4,4,2,2,6
1278,g956,4,4,3,3,6
1279,g957,4,1,3,3,3
1280,g958,6,3,1,2,5
1281,g959,3,3,2,1,5
1282,g960,6,3,1,2,5
1283,g961,6,3,1,2,5
1284,g962,3,4,2,3,6
1285,g963,4,5,4,4,7
1286,g964,3,3,2,1,5
1287,g965,3,3,0,1,1
1288,g966,3,1,2,1,3
1289,g967,6,3,1,2,5
1290,g968,2,5,2,1,7
1291,g969,5,5,1,2,7
1292,g970,4,3,2,3,5
1293,g971,4,1,3,3,3
1294,g972,3,6,2,3,8
1295,g973,6,3,1,2,5
1296,g974,5,6,1,2,8
1297,g975,3,4,0,1,1
1298,g976,4,5,2,3,10
1299,g977,4,2,2,3,4
1300,g978,6,3,1,2,5
1301,g979,4,1,3,3,3
1302,g980,3,3,4,5,5
1303,g981,4,2,2,2,4
1304,g982,4,0,3,2,2
1305,g983,6,2,1,2,4
1306,g984,4,0,3,4,2
1307,g985,4,2,2,3,4
1308,g986,4,3,4,4,5
1309,g987,4,5,2,3,7
1310,g988,3,3,2,1,5
1311,g989,6,2,1,2,4
1312,g990,8,6,1,2,8
1313,g991,4,4,2,2,6
1314,g992,4,1,2,3,3
1315,g993,5,2,1,2,4
1316,g994,4,3,2,3,5
1317,g995,3,3,2,1,5
1318,g996,4,1,3,3,3
1319,g997,6,3,1,2,5
1320,g998,3,3,4,5,5
1321,g999,4,1,2,3,10
1322,g1000,4,4,3,3,6
1323,g1001,5,7,1,2,9
1324,g1002,4,3,4,4,5
1325,g1003,3,3,2,1,5
1326,g1004,4,2,2,2,4
1327,g1005,4,4,4,4,6
1328,g1006,4,3,2,3,5
1329,g1007,3,1,2,1,3
1330,g1008,3,3,3,4,5
1331,g1009,4,2,2,3,4
1332,g1010,6,5,1,2,7
1333,g1011,3,3,2,3,5
1334,g1012,3,3,4,5,5
1335,g1013,4,2,2,2,4
1336,g1014,4,4,3,3,6
1337,g1015,4,4,2,2,6
1338,g1016,6,3,1,2,5
1339,g1017,6,5,1,2,7
1340,g1018,4,5,2,3,7
1341,g1019,3,3,2,1,5
1342,g1020,3,3,0,1,1
1343,g1021,3,1,2,1,3
1344,g1022,4,2,4,4,4
1345,g1023,4,1,3,3,3
1346,g1024,2,5,2,1,7
1347,g1025,3,1,2,1,3
1348,g1026,4,6,2,3,8
1349,g1027,6,3,1,2,5
1350,g1028,4,1,2,3,3
1351,g1029,6,3,1,2,5
1352,g1030,8,6,1,2,8
1353,g1031,6,6,1,2,8
1354,g1032,6,3,1,2,5
1355,g1033,4,4,3,3,6
1356,g1034,3,4,2,3,15
1357,g1035,4,0,3,4,2
1358,g1036,6,4,1,2,6
1359,g1037,3,3,2,1,5
1360,g1038,4,4,3,3,6
1361,g1039,3,1,0,1,7
1362,g1040,3,1,2,1,3
1363,g1041,6,3,1,2,5
1364,g1042,3,3,0,1,5
1365,g1043,3,1,2,1,3
1366,g1044,4,2,2,3,4
1367,g1045,3,3,2,1,5
1368,g1046,3,3,2,1,5
1369,g1047,4,1,3,3,3
1370,g1048,8,4,1,2,9
1371,g1049,4,4,2,2,6
1372,g1050,6,2,1,2,4
1373,g1051,6,3,1,2,5
1374,g1052,4,3,3,3,5
1375,g1053,3,1,2,1,3
1376,g1054,5,0,1,1,6
1377,g1055,4,7,2,3,9
1378,g1056,6,2,1,2,6
1379,g1057,3,3,0,1,1
1380,g1058,4,4,2,2,6
1381,g1059,6,3,1,2,5
1382,g1060,3,3,2,1,5
1383,g1061,6,2,1,2,4
1384,g1062,4,4,2,2,6
1385,g1063,4,2,2,3,4
1386,g1064,5,5,1,2,7
1387,g1065,4,1,3,3,3
1388,g1066,4,4,2,2,6
1389,g1067,3,6,2,3,8
1390,g1068,3,6,2,3,8
1391,g1069,6,2,1,2,4
1392,g1070,4,3,3,3,5
1393,g1071,4,4,4,4,6
1394,g1072,4,2,2,2,4
1395,g1073,6,3,1,2,5
1396,g1074,4,4,2,2,6
1397,g1075,6,3,1,2,5
1398,g1076,2,0,2,1,8
1399,g1077,4,1,3,3,3
1400,g1078,4,0,3,4,2
1401,g1079,4,3,3,3,5
1402,g1080,3,3,0,1,1
1403,g1081,2,5,2,1,7
1404,g1082,2,5,2,1,7
1405,g1083,4,1,3,3,3
1406,g1084,3,1,2,1,3
1407,g1085,4,2,2,3,4
1408,g1086,4,4,3,3,6
1409,g1087,4,4,2,3,6
1410,g1088,4,7,2,3,9
1411,g1089,3,3,4,5,5
1412,g1090,6,3,1,2,5
1413,g1091,2,5,2,1,7
1414,g1092,6,3,1,2,5
1415,g1093,3,6,2,3,8
1416,g1094,3,4,0,1,1
1417,g1095,4,2,2,2,4
1418,g1096,4,4,2,2,6
1419,g1097,4,1,3,3,3
1420,g1098,6,3,1,2,5
1421,g1099,6,3,1,2,5
1422,g1100,4,3,3,3,5
1423,g1101,4,4,2,2,6
1424,g1102,6,3,1,2,5
1425,g1103,4,4,2,2,6
1426,g1104,6,4,1,2,6
1427,g1105,6,3,1,2,5
1428,g1106,4,4,2,2,6
1429,g1107,4,0,3,2,2
1430,g1108,3,3,4,5,5
1431,g1109,5,7,1,2,9
1432,g1110,4,5,2,3,7
1433,g1111,6,3,1,2,5
1434,g1112,3,4,0,1,1
1435,g1113,3,4,0,1,1
1436,g1114,6,2,1,2,4
1437,g1115,4,2,2,3,4
1438,g1116,4,4,3,3,6
1439,g1117,6,4,1,2,6
1440,g1118,4,3,2,3,5
1441,g1119,2,5,2,1,7
1442,g1120,4,2,4,4,4
1443,g1121,3,3,2,1,5
1444,g1122,4,2,2,3,4
1445,g1123,6,2,1,2,4
1446,g1124,3,3,2,1,5
1447,g1125,4,1,3,3,3
1448,g1126,6,4,1,2,6
1449,g1127,4,0,3,2,2
1450,g1128,6,2,1,2,4
1451,g1129,4,1,3,3,3
1452,g1130,3,3,2,1,5
1453,g1131,5,5,1,2,7
1454,g1132,6,3,1,2,5
1455,g1133,2,5,2,1,7
1456,g1134,3,3,0,1,1
1457,g1135,3,4,0,1,1
1458,g1136,4,0,3,4,2
1459,g1137,4,0,3,2,2
1460,g1138,3,4,0,1,1
1461,g1139,6,2,1,2,4
1462,g1140,6,6,1,2,8
1463,g1141,3,3,4,5,5
1464,g1142,6,3,1,2,5
1465,g1143,3,1,2,1,3
1466,g1144,6,8,1,2,10
1467,g1145,3,2,0,1,7
1468,g1146,6,6,1,2,8
1469,g1147,6,2,1,2,4
1470,g1148,4,2,2,3,4
1471,g1149,4,0,3,2,2
1472,g1150,4,0,3,4,2
1473,g1151,3,3,0,1,1
1474,g1152,4,1,2,3,3
1475,g1153,6,2,1,2,4
1476,g1154,4,5,4,4,7
1477,g1155,4,3,4,4,5
1478,g1156,4,2,2,3,4
1479,g1157,4,4,2,2,6
1480,g1158,3,4,0,1,1
1481,g1159,5,0,1,1,6
1482,g1160,8,7,1,2,9
1483,g1161,4,1,2,3,3
1484,g1162,4,4,3,3,6
1485,g1163,4,1,2,3,3
1486,g1164,6,3,1,2,5
1487,g1165,4,2,2,2,4
1488,g1166,4,3,3,3,5
1489,g1167,4,1,1,2,23
1490,g1168,6,2,1,2,6
1491,g1169,3,1,2,2,7
1492,g1170,4,2,2,3,4
1493,g1171,3,2,0,1,27
1494,g1172,4,2,2,3,4
1495,g1173,4,0,3,4,2
1496,g1174,3,2,2,3,14
1497,g1175,4,0,3,4,2
1498,g1176,3,3,2,3,5
1499,g1177,6,3,1,2,5
1500,g1178,4,2,2,2,4
1501,g1179,3,1,2,1,3
1502,g1180,3,2,2,3,4
1503,g1181,4,2,2,2,4
1504,g1182,4,0,3,2,2
1505,g1183,6,3,1,2,5
1506,g1184,5,5,1,2,7
1507,g1185,4,2,4,4,4
1508,g1186,2,6,3,4,8
1509,g1187,3,4,0,1,1
1510,g1188,4,0,3,4,2
1511,g1189,6,3,1,2,5
1512,g1190,4,2,2,3,4
1513,g1191,4,4,4,4,6
1514,g1192,8,7,1,2,9
1515,g1193,3,3,2,1,5
1516,g1194,4,1,3,3,3
1517,g1195,3,3,4,5,5
1518,g1196,5,5,1,2,7
1519,g1197,4,1,3,3,3
1520,g1198,4,4,2,2,6
1521,g1199,4,2,2,3,4
1522,g1200,4,0,3,2,2
1523,g1201,6,2,1,2,4
1524,g1202,3,3,0,1,10
1525,g1203,5,5,1,2,7
1526,g1204,3,4,0,1,1
1527,g1205,3,4,0,1,1
1528,g1206,5,3,1,2,14
1529,g1207,6,4,1,2,6
1530,g1208,4,1,2,3,3
1531,g1209,3,4,0,1,1
1532,g1210,3,4,0,1,1
1533,g1211,4,4,2,2,6
1534,g1212,6,3,1,2,5
1535,g1213,6,3,1,2,5
1536,g1214,4,2,2,2,4
1537,g1215,4,4,3,3,6
1538,g1216,3,1,2,1,3
1539,g1217,4,5,2,3,7
1540,g1218,6,3,1,2,5
1541,g1219,4,0,3,4,2
1542,g1220,4,1,2,3,3
1543,g1221,6,3,1,2,5
1544,g1222,6,6,1,2,8
1545,g1223,4,1,3,3,3
1546,g1224,4,2,2,3,4
1547,g1225,2,5,2,1,7
1548,g1226,6,2,1,2,4
1549,g1227,5,0,1,1,6
1550,g1228,4,3,2,3,5
1551,g1229,4,2,2,3,4
1552,g1230,6,10,1,2,12
1553,g1231,6,3,1,2,5
1554,g1232,2,6,3,4,8
1555,g1233,4,2,2,3,4
1556,g1234,6,3,1,2,5
1557,g1235,4,4,2,2,6
1558,g1236,4,3,3,3,5
1559,g1237,6,3,1,2,5
1560,g1238,6,3,1,2,5
1561,g1239,4,2,2,2,4
1562,g1240,6,3,1,2,5
1563,g1241,4,5,1,2,7
1564,g1242,3,3,4,5,5
1565,g1243,4,4,4,4,6
1566,g1244,4,1,3,3,3
1567,g1245,4,0,3,4,2
1568,g1246,3,3,4,5,5
1569,g1247,4,4,2,2,6
1570,g1248,3,1,2,1,3
1571,g1249,4,0,3,2,2
1572,g1250,3,3,2,1,5
1573,g1251,3,3,2,3,5
1574,g1252,3,4,0,1,1
1575,g1253,2,5,2,1,7
1576,g1254,6,3,1,2,5
1577,g1255,4,4,3,3,6
1578,g1256,6,3,1,2,5
1579,g1257,4,4,4,4,6
1580,g1258,3,3,0,1,1
1581,g1259,3,3,3,4,5
1582,g1260,3,4,0,1,1
1583,g1261,4,0,3,4,2
1584,g1262,4,3,4,4,5
1585,g1263,2,5,2,1,7
1586,g1264,4,2,4,4,4
1587,g1265,4,2,2,3,4
1588,g1266,3,3,0,1,1
1589,g1267,6,2,1,2,4
1590,g1268,3,4,0,1,1
1591,g1269,4,0,3,2,2
1592,g1270,4,6,2,3,8
1593,g1271,6,3,1,2,5
1594,g1272,6,6,1,2,8
1595,g1273,6,3,1,2,5
1596,g1274,6,3,1,2,5
1597,g1275,4,4,2,2,6
1598,g1276,3,1,2,1,3
1599,g1277,4,4,2,2,6
1600,g1278,4,3,2,3,5
1601,g1279,4,4,2,3,6
1602,g1280,3,3,2,3,5
1603,g1281,3,3,4,5,5
1604,g1282,2,5,2,1,7
1605,g1283,4,2,4,4,4
1606,g1284,5,4,1,2,6
1607,g1285,5,6,1,2,8
1608,g1286,6,3,1,2,5
1609,g1287,4,2,2,3,4
1610,g1288,4,4,2,2,6
1611,g1289,8,3,1,2,16
1612,g1290,5,5,1,2,7
1613,g1291,6,3,1,2,5
1614,g1292,3,6,2,3,8
1615,g1293,4,1,1,2,9
1616,g1294,3,1,2,1,3
1617,g1295,4,4,4,4,6
1618,g1296,4,2,2,3,4
1619,g1297,4,2,2,3,4
1620,g1298,3,3,0,1,1
1621,g1299,6,2,1,2,4
1622,g1300,4,5,2,2,7
1623,g1301,4,2,2,3,4
1624,g1302,4,2,2,3,4
1625,g1303,3,4,0,1,1
1626,g1304,6,4,1,2,6
1627,g1305,4,1,2,3,3
1628,g1306,4,1,2,3,3
1629,g1307,4,0,3,2,2
1630,g1308,2,5,2,1,7
1631,g1309,4,4,4,4,6
1632,g1310,4,1,3,3,3
1633,g1311,4,0,3,2,2
1634,g1312,6,3,1,2,5
1635,g1313,6,6,1,2,8
1636,g1314,3,3,2,1,5
1637,g1315,8,6,1,2,8
1638,g1316,4,2,2,2,4
1639,g1317,4,5,2,2,7
1640,g1318,6,4,1,2,6
1641,g1319,4,0,3,2,2
1642,g1320,3,4,3,2,6
1643,g1321,4,0,3,4,2
1644,g1322,5,4,1,2,6
1645,g1323,5,3,1,2,5
1646,g1324,4,3,2,2,8
1647,g1325,6,3,1,2,5
1648,g1326,4,2,4,4,4
1649,g1327,3,3,0,1,1
1650,g1328,4,0,3,2,2
1651,g1329,6,6,1,2,8
1652,g1330,4,4,2,2,6
1653,g1331,4,4,2,2,6
1654,g1332,4,2,2,3,4
1655,g1333,2,5,2,1,7
1656,g1334,3,1,2,1,3
1657,g1335,6,4,1,2,6
1658,g1336,4,5,2,3,7
1659,g1337,4,4,2,2,6
1660,g1338,2,5,2,1,7
1661,g1339,5,5,1,2,7
1662,g1340,4,2,2,2,4
1663,g1341,6,3,1,2,5
1664,g1342,2,5,2,1,7
1665,g1343,3,3,2,3,5
1666,g1344,6,4,1,2,6
1667,g1345,4,1,2,3,3
1668,g1346,3,1,2,1,3
1669,g1347,4,3,3,3,5
1670,g1348,4,4,2,2,6
1671,g1349,4,2,2,3,4
1672,g1350,2,5,2,1,7
1673,g1351,6,3,1,2,5
1674,g1352,3,3,2,1,5
1675,g1353,4,4,2,2,6
1676,g1354,3,3,2,1,5
1677,g1355,4,1,3,3,3
1678,g1356,3,3,2,1,5
1679,g1357,6,4,1,2,6
1680,g1358,6,3,1,2,5
1681,g1359,6,8,1,2,10
1682,g1360,4,1,2,3,3
1683,g1361,3,1,0,1,7
1684,g1362,4,2,2,3,4
1685,g1363,4,2,2,3,4
1686,g1364,4,1,3,3,3
1687,g1365,4,3,4,4,5
1688,g1366,4,1,3,3,3
1689,g1367,3,4,0,1,1
1690,g1368,6,3,1,2,5
1691,g1369,4,2,2,2,4
1692,g1370,6,2,1,2,4
1693,g1371,6,5,1,2,7
1694,g1372,4,4,4,4,6
1695,g1373,2,0,2,1,25
1696,g1374,3,3,0,1,1
1697,g1375,4,0,3,2,2
1698,g1376,3,1,0,1,29
1699,g1377,3,3,2,1,5
1700,g1378,4,3,2,3,5
1701,g1379,3,3,4,5,5
1702,g1380,2,5,2,1,7
1703,g1381,4,0,3,2,38
1704,g1382,3,3,2,1,5
1705,g1383,4,2,2,3,4
1706,g1384,4,2,2,3,4
1707,g1385,4,3,4,4,5
1708,g1386,3,3,4,5,5
1709,g1387,6,3,1,2,5
1710,g1388,4,2,4,4,4
1711,g1389,4,7,1,2,9
1712,g1390,6,2,1,2,4
1713,g1391,4,2,2,2,4
1714,g1392,4,7,2,3,9
1715,g1393,4,1,3,3,3
1716,g1394,5,6,1,2,8
1717,g1395,3,1,2,1,3
1718,g1396,3,3,2,1,5
1719,g1397,3,2,0,1,17
1720,g1398,4,4,2,2,6
1721,g1399,3,6,2,3,8
